Sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,VADER_Sentiment
I can already imagine more movies like mael totey mat kilau will fill,0,0.798,0.202,0.4173,Positive
"What is your reference from the movie Mat Kilau? Wow , that's a movie . Tang Malay is watching the movie Mat Kilau . Why don't you take the movie reference Rempit to Abang Long Fadil to Bini-biniku Gangster? It's tired",0.069,0.832,0.099,0.3094,Positive
People didn't believe me when I said Mat Kilau is an anti national movie advocating Malay supremacy sentiments for the election . We've never been more divided as a,0.084,0.873,0.044,-0.2732,Negative
not them using Mat,0,1,0,0,Neutral
Mat Kilau movie had a huge impact . It sustained a longer period in the cinemas for this to happen . As simple as that,0,0.897,0.103,0.3182,Positive
this is all about movie mat,0,1,0,0,Neutral
Every single person who thought Mat Kilau was a,0,1,0,0,Neutral
"Idk if you guys realize this or not , but this GE15 has opened my eyes about the state that are majority non-Malays are voting for PH . while the Malays are having split votes . It reminds me of Mat Kilau movie , those lines about how Malay will be weakened if we are not",0.077,0.923,0,-0.4854,Negative
Many of the Malays stay true to religion and race sentiment . Thats why Mat Kilau movie became box office although it is a meh,0.052,0.837,0.112,0.3612,Positive
so you campaign using movie verses,0,1,0,0,Neutral
"Maybe you can watch this malay movie name ""mat kilau""",0,1,0,0,Neutral
"In Malaysia where Kelantanese are okay drinking mud for years , the corrupt don't stand trial , Mat Kilau is a top movie , and we are surprised that Nurul Izzah is doing",0,0.823,0.177,0.5574,Positive
Why is his sentence the same as a Mat Kilau film?,0,0.874,0.126,0.0772,Positive
"Tula jihoon , I've never met him until he wants to make Malaysia liberal . Tired of making Mat Kilau movies , the Malay nation is easy to forget",0.156,0.749,0.094,-0.2263,Negative
"Don't be weird , Anthony Loke is going to go to see the movie Mat Kilau just to bullshit the Malays . dr daniel",0.15,0.79,0.06,-0.5076,Negative
"Don't bash me for not looking at the Mat Kilau . I don't even watch TV . What drama , what movie , what netflix",0,1,0,0,Neutral
"Btw , freedom of speech is not the same as freedom of consequences . PH fights for the right to speak (FoS) , but that does not mean that the voice cannot be reprimanded / taken action (FoC) . Speech = Mat Kilau is the best movie ever Consequence = Condemned for no reason",0.14,0.678,0.182,0.5423,Positive
i just watched mat kilau bro the movie is,0,1,0,0,Neutral
"Right?? In terms of culture , elements of Sume's indigenization are indeed crowned with the highest Muslims can learn a lot from this movie Even Mat Kilau",0,1,0,0,Neutral
I think Airforce movie is better than Mat Kilau . This Airforce can be served two or three times . Mat Kilau is enough to look at once,0,0.892,0.108,0.4404,Positive
"I remember there was a movie reviewer who discussed the Malaysian demographics affecting the collection of movies . At that time , people were talking about RM 30 million as the most they could get if you take into account the audience factor on Earth . Hopefully Mat Kilau's story will attract a non-Earthly audience",0,0.9,0.1,0.6369,Positive
"Not yetzzzz . Will be . Mat Kilau , until now I can't finish it . There are too many feedback people . So I have already seen the movie",0,1,0,0,Neutral
"What do you want to do , even the name is lustrous , you watch a lot of movies , ",0,0.92,0.08,0.0772,Positive
"That's my opinion . Movie Mat Kilau is very cringe . But based on movies that Indonesia has released , there are indeed many masterpieces . So , can expect",0,0.835,0.165,0.6956,Positive
How to block Mat Kilau on Netflix? But I'm gonna tell her netflix delete the movie,0.115,0.885,0,-0.2382,Negative
"As much as I dislike to watch mat kilau's movie , my 4y/o daughter watched it more than 100 times I think and she knew the sequence what is going to happen next . One hilarious sentence she said it out loud was ""stupid Malays"" . Hey , your son is Javanese Malay tok tok k . ",0.109,0.818,0.073,-0.4588,Negative
Just watched Mat Kilau on Netflix . Can last less than 15 minutes and then close . You are tired of watching this movie,0.121,0.879,0,-0.4404,Negative
Cringe,0,1,0,0,Neutral
All Biggie movie will face the issue go thru the banned finas all because of MAT KILAU they wanna cover up fake Box Office Report cheap mentality grow up,0.184,0.816,0,-0.7269,Negative
Collab with Mydin & major brands/media outlets . Must include this value in future advertising . Make a movie for hype like Mat Kilau glitter to push the agenda of pampering,0,0.826,0.174,0.6428,Positive
just pure arrogance Mat Kilau movie had cemented into the mainstream . Many Malays now feel comfortable showing theirs,0.15,0.705,0.145,-0.0258,Neutral
I just saw Dahmer and I'm feeling nauseous . . it's not yet Eid gain and it's a movie . I don't see the Mat Kilau,0.125,0.808,0.067,-0.3129,Negative
"zaman mat kilau has entered the movies , now where are there any more plays , the people of Gombak need hardworking people to represent them , who can work for their benefits not just political",0,0.864,0.136,0.5984,Positive
oh btw i do think some movies are bad but usually i dont know how to put out a review tbh cause i wont even finish a movie once i think its boring other than the fact i rarely go to the cinema so yeah (i watched mat kilau on,0.106,0.816,0.078,-0.1029,Negative
"Suspected the Mat Kilau movie was propaganda material . Didn't watch it . Who paid the RM100 million for it? Similarly , the report on TT is election material . Likewise , the pre-recorded message from the thief being aired on national TV . How much taxpayer's money",0.158,0.842,0,-0.743,Negative
It's insanely solid even though it cringes a little like Mat Klaau . But the only movie that The Rock doesn't have,0,0.861,0.139,0.2272,Positive
"Fake account? Check back , I have this account since when . X main r fake2 . The court case was not settled because my boss wanted to prove that he was guilty . That's it . Very jealous of people . How is our nation going to progress? It doesn't look like a shelf . I don't feel the spicy sarcasm in the movie . Thick",0.211,0.746,0.044,-0.8678,Negative
Steady doc . There are many references in the movie,0,1,0,0,Neutral
Movies: Mat Kilau Medieval Fall Mother's love Accident man Hitmans,0.203,0.523,0.275,0.2732,Positive
Watch the movie mat kilau ready to climb but become the Mossad's talibarut,0,0.873,0.127,0.1901,Positive
My husband really likes Mat Kilau film . He just wanted,0,0.744,0.256,0.4754,Positive
"Do you want to study Malay people using Mat Kilau film? One movie is enough to lethargy . It's good that he cites Malays , many people who love him don't develop a mind , it's a little difficult for the Mossad to study Malay people . We prefer to be",0.087,0.755,0.158,0.5849,Positive
"That's enough 3 . I just want to add that if you make the movie , please detail the narration a little . I didn't see that the first white person came to look for people , before that people served food . It should stand out as a piece of local Pahang cake . That's right . That's right there",0,0.929,0.071,0.3818,Positive
Mat kilau has so many good lines man cant believr im so,0,0.776,0.224,0.4902,Positive
"Film: Mat Kilau The Movie Date: October 18 , 2022 Time: 9 . 00 pm Location: Cultural Theatre , UPSI [Please click the link in bio to register] Movie: Man of the World's Hope Date: October 17 , 2022 Time: 9 . 00 pm Location: Cultural Theatre , ",0,0.931,0.069,0.4404,Positive
Hahaha I'm afraid I want condoms,0,0.38,0.62,0.5994,Positive
GOOD LUCK THE FIGHT FOR ILLAM IS NOT A FIGHT FOR THE Mat Kilau UNDERSTANDING JUST A MOVIE THAT IS PAID TO WATCH ON TONTO,0.202,0.575,0.223,0.1779,Positive
"I heard ""who made the Mat Kilau movie? Call the police , call hr . It's",0,1,0,0,Neutral
"This is why I can't believe any Malay film critics who praise Mat Kilau because to me the story is rubbish . Trash . It's stories like this that make people go back to ""I don't watch Malay movies"" . Because he was appointed as the greatest , he is actually very humble . Then u complain org x",0.081,0.751,0.168,0.7458,Positive
Bilibili doesn't have it either . . but wtf does it have a movie Mat Kilau?,0.302,0.698,0,-0.7351,Negative
Movie Day is shown in a Mat Kilau finish . not,0,1,0,0,Neutral
"The more I think about the movie adaptation of history Mat Kilau , the worst it gets . Why the fuck did I give it a 5? I'm changing it to a 2 because it gets worse when I think about it",0.257,0.743,0,-0.8934,Negative
"2 . Since only Whites are referred with ""Sir"" which means ""Mister"" by most of malays nowadays , it doesn't Mat Kilaur to say that Mat Kilau movie is totally nothing more than a useless history documentation in cinemas . They should refer to them as ""mister"" (encik) , no more ""sir""",0.045,0.903,0.052,0.0869,Positive
"My father wanted to say that he liked the movie Mat Kilau , so I was speechless",0,0.833,0.167,0.4215,Positive
I mean okay if the movie is for good purpose . But another Mat Kilau like films?,0,0.643,0.357,0.6858,Positive
Funny thing about your name is that it's similar to my maiden name . Also I heard they said they're going to make a movie that's like Mat Kilau bcs it's . . . ,0,0.828,0.172,0.6597,Positive
Fucking,0,1,0,0,Neutral
"If you want to find strength , seek Allah - Mat Kilau - This is the second time my eyes shed tears when I heard these words come from that movie . Idk why but these words really pierced my heart As a sinner , I think these words hit me so",0.058,0.871,0.071,0.1531,Positive
"That's right . Criticism is fine , don't mock the person who eats . It's just like the case of Mat Kilau film that day , it's okay to say that the movie isn't the best , but to say that the person who watched the movie has no taste , he's done",0.13,0.752,0.118,-0.3956,Negative
"Then I sat in the living room watching TV . . at 11:30 am , my sister and I stayed in the living room because the others were already asleep . . so we decided to watch it until it was 12 o'clock . . okay our time Wait , the TV has turned off because I'm watching a movie on my phone",0,0.964,0.036,0.2263,Positive
"today? You bet! Let's go get a tix . And yes , not in a million years will I pay for a Mat Kilau type of local movie . That's pure Malay supremacy propaganda , and really the movie was just bad",0.179,0.723,0.097,-0.5093,Negative
